comp gfa{AM,AC,CR}
B8Cr24Fe68 AC
B8Cr26Fe66 AC
B10Cr5Fe85 AC
B10Cr8Fe82 AC
B10Cr10Fe80 AC
B10Cr12Fe78 AC
B10Cr14Fe76 AC
B10Cr15Fe75 AC
B10Cr18Fe72 AC
B10Cr20Fe70 AC
B10Cr22Fe68 AC
B2Cr12Fe86 CR
B2Cr14Fe84 CR
B2Cr16Fe82 CR
B2Cr20Fe78 CR
B4Cr5Fe91 CR
B4Cr12Fe84 CR
B4Cr14Fe82 CR
B4Cr15Fe81 CR
B4Cr16Fe80 CR
B4Cr20Fe76 CR
B6Cr5Fe89 CR
B6Cr12Fe82 CR
B6Cr14Fe80 CR
B6Cr15Fe79 CR
B6Cr16Fe78 CR
B6Cr18Fe76 CR
B6Cr20Fe74 CR
B6Cr22Fe72 CR
B6Cr24Fe70 CR
B6Cr26Fe68 CR
B8Cr5Fe87 CR
B8Cr12Fe80 CR
B8Cr14Fe78 CR
B8Cr15Fe77 CR
B8Cr16Fe76 CR
B19Cr0Fe81 AM
B20Cr5Fe75 AM
B15Cr5Fe80 AM
B15Cr10Fe75 AM
B15Cr15Fe70 AM
B15Cr20Fe65 AM
B15Cr25Fe60 AM
B15Cr30Fe55 AM
B20Cr1Fe79 AM
B20Cr2.5Fe77.5 AM
B20Cr4Fe76 AM
B20Cr8Fe72 AM
B18Cr5Fe77 AM
B19Cr0Fe81 AM
B14.4Cr6.6Fe79 AM
B11Cr27Fe62 AM
B12Cr26Fe62 AM
B14Cr26Fe60 AM
B17.5Cr25Fe57.5 AM
B19.5Cr24.5Fe56 AM
B21Cr24Fe55 AM
B20Cr4Fe76 AM
B20Cr6Fe74 AM
B20Cr8Fe72 AM
B20Cr10Fe70 AM
B20Cr15Fe65 AM
B14Cr0Fe86 AM
B14Cr7Fe79 AM
B15Cr7Fe78 AM
B16Cr7Fe77 AM
B20Cr10Ni70 AM
B20Cr20Ni60 AM
B20Cr25Ni55 AM
B20Cr30Ni50 AM
B13Cu0Fe87 AM
B13Cu0.5Fe86.5 AM
B14Cu0Fe86 AM
B14Cu0.5Fe85.5 AM
B16Cu0Fe84 AM
B16Cu0.5Fe83.5 AM
B18Cu0Fe82 AM
B18Cu0.5Fe81.5 AM
B20Cu0Fe80 AM
B20Cu0.5Fe79.5 AM
B14Cu1Fe85 AC
B14Cu3Fe83 AC
B14Cu5Fe81 AC
B14Cu10Fe76 AC
B16Cu1Fe83 AC
B16Cu3Fe81 AC
B16Cu5Fe79 AC
B16Cu10Fe74 AC
B16Cu15Fe69 AC
B18Cu1Fe81 AC
B18Cu5Fe77 AC
B18Cu10Fe72 AC
B18Cu15Fe67 AC
B18Cu20Fe62 AC
B20Cu1Fe79 AC
B20Cu5Fe75 AC
B20Cu10Fe70 AC
B4Cu1Fe95 CR
B4Cu5Fe91 CR
B4Cu10Fe86 CR
B6Cu1Fe93 CR
B6Cu3Fe91 CR
B6Cu5Fe89 CR
B6Cu10Fe84 CR
B6Cu15Fe79 CR
B8Cu1Fe91 CR
B8Cu3Fe89 CR
B8Cu5Fe87 CR
B8Cu10Fe82 CR
B8Cu15Fe77 CR
B10Cu1Fe89 CR
B10Cu3Fe87 CR
B10Cu5Fe85 CR
B10Cu10Fe80 CR
B10Cu15Fe75 CR
B12Cu1Fe87 CR
B12Cu3Fe85 CR
B12Cu5Fe83 CR
B12Cu10Fe78 CR
B12Cu15Fe73 CR
B12Cu20Fe68 CR
B14Cu15Fe71 CR
B14Cu20Fe66 CR
B16Cu20Fe64 CR
B17Cu1.5Fe81.5 AM
B19Cu0Fe81 AM
B17Cu3Ni80 AM
B1Cu30Zr69 AM
B1Cu40Zr59 AM
B1Cu50Zr49 AM
B1Cu60Zr39 AM
B1Cu70Zr29 AM
B2.5Cu20Zr77.5 AM
B2.5Cu25Zr72.5 AM
B2.5Cu30Zr67.5 AM
B2.5Cu35Zr62.5 AM
B2.5Cu40Zr57.5 AM
B2.5Cu45Zr52.5 AM
B2.5Cu50Zr47.5 AM
B2.5Cu55Zr42.5 AM
B2.5Cu60Zr37.5 AM
B2.5Cu65Zr32.5 AM
B2.5Cu70Zr27.5 AM
B2.5Cu80Zr17.5 AM
B5Cu15Zr80 AM
B5Cu20Zr75 AM
B5Cu25Zr70 AM
B5Cu30Zr65 AM
B5Cu35Zr60 AM
B5Cu40Zr55 AM
B5Cu45Zr50 AM
B5Cu50Zr45 AM
B5Cu55Zr40 AM
B5Cu60Zr35 AM
B5Cu65Zr30 AM
B5Cu70Zr25 AM
B7.5Cu25Zr67.5 AM
B7.5Cu30Zr62.5 AM
B7.5Cu35Zr57.5 AM
B7.5Cu50Zr42.5 AM
B7.5Cu55Zr37.5 AM
B10Cu25Zr65 AM
B10Cu30Zr60 AM
B10Cu35Zr55 AM
B1Cu75Zr24 AC
B2.5Cu75Zr22.5 AC
B7.5Cu15Zr77.5 AC
B1Cu20Zr79 CR
B17Fe73Ga10 AM
B17Fe75Ga8 AM
B17Fe77Ga6 AM
B17Fe79Ga4 AM
B17Fe81Ga2 AM
B10Fe80Ge10 AM
B12Fe80Ge8 AM
B15Fe80Ge5 AM
B18Fe80Ge2 AM
B18Fe80Ge2 AM
B19Fe81Ge0 AM
B4Fe89Hf7 AM
B2Fe91Hf7 AM
B4Fe89Hf7 AM
B6Fe87Hf7 AM
B8Fe85Hf7 AM
B12Fe81Hf7 AM
B14Fe86Hf0 AM
B16Fe77Hf7 AM
B4Fe89Hf7 AM
B16Fe76Ho8 AM
B16Fe80Ho4 AM
B16Fe82Ho2 AM
B16Fe84Ho0 AM
B16Fe81La3 AM
B20Fe60Mn20 AM
B20Fe62Mn18 AM
B20Fe64Mn16 AM
B20Fe66Mn14 AM
B20Fe70Mn10 AM
B20Fe72Mn8 AM
B20Fe74Mn6 AM
B20Fe76Mn4 AM
B20Fe78Mn2 AM
B20Fe80Mn0 AM
B9Fe6Mn85 AM
B9Fe91Mn0 AM
B17Fe80.5Mn2.5 AM
B25Fe5Mn70 AM
B25Fe75Mn0 AM
B14Fe20Mn66 AM
B14Fe71Mn15 AM
B14Fe76Mn10 AM
B14Fe81Mn5 AM
B14Fe83Mn3 AM
B14Fe85Mn1 AM
B16Fe74Mn10 AM
B16Fe81Mn3 AM
B16Fe83Mn1 AM
B10Fe20Mn70 AC
B10Fe75Mn15 AC
B10Fe80Mn10 AC
B10Fe85Mn5 AC
B10Fe87Mn3 AC
B10Fe89Mn1 AC
B12Fe20Mn68 AC
B12Fe73Mn15 AC
B12Fe78Mn10 AC
B12Fe83Mn5 AC
B12Fe85Mn3 AC
B12Fe87Mn1 AC
B4Fe91Mn5 CR
B4Fe93Mn3 CR
B4Fe95Mn1 CR
B6Fe79Mn15 CR
B6Fe84Mn10 CR
B6Fe89Mn5 CR
B6Fe91Mn3 CR
B6Fe93Mn1 CR
B8Fe20Mn72 CR
B8Fe77Mn15 CR
B8Fe82Mn10 CR
B8Fe87Mn5 CR
B8Fe89Mn3 CR
B8Fe91Mn1 CR
B19Fe81Mn0 AM
B20Fe75Mn5 AM
B19Fe77Mn4 AM
B19Fe81Mn0 AM
B20Fe78Mo2 AM
B20Fe78Mo2 AM
B20Fe78Mo2 AM
B20Fe72Mo8 AM
B20Fe73Mo7 AM
B20Fe74Mo6 AM
B20Fe70Mo10 AM
B20Fe73Mo7 AM
B20Fe75Mo5 AM
B20Fe76Mo4 AM
B20Fe77Mo3 AM
B20Fe78Mo2 AM
B20Fe79Mo1 AM
B20Fe80Mo0 AM
B9Fe6Mo85 AM
B9Fe91Mo0 AM
B17Fe80.5Mo2.5 AM
B25Fe5Mo70 AM
B25Fe75Mo0 AM
B10Fe70Mo20 AM
B10Fe72Mo18 AM
B10Fe75Mo15 AM
B10Fe78Mo12 AM
B10Fe80Mo10 AM
B10Fe82Mo8 AM
B12Fe68Mo20 AM
B12Fe70Mo18 AM
B12Fe73Mo15 AM
B12Fe76Mo12 AM
B12Fe78Mo10 AM
B12Fe80Mo8 AM
B12Fe83Mo5 AM
B14Fe66Mo20 AM
B14Fe71Mo15 AM
B14Fe74Mo12 AM
B14Fe76Mo10 AM
B14Fe78Mo8 AM
B14Fe81Mo5 AM
B16Fe64Mo20 AM
B16Fe69Mo15 AM
B16Fe76Mo8 AM
B16Fe79Mo5 AM
B6Fe74Mo20 AC
B6Fe76Mo18 AC
B6Fe79Mo15 AC
B6Fe82Mo12 AC
B6Fe84Mo10 AC
B7Fe85Mo8 AC
B8Fe72Mo20 AC
B8Fe74Mo18 AC
B8Fe77Mo15 AC
B8Fe80Mo12 AC
B8Fe82Mo10 AC
B8Fe87Mo5 AC
B9Fe83Mo8 AC
B10Fe85Mo5 AC
B2Fe78Mo20 CR
B2Fe80Mo18 CR
B2Fe83Mo15 CR
B2Fe86Mo12 CR
B2Fe88Mo10 CR
B2Fe90Mo8 CR
B2Fe93Mo5 CR
B4Fe76Mo20 CR
B4Fe78Mo18 CR
B4Fe81Mo15 CR
B4Fe84Mo12 CR
B4Fe86Mo10 CR
B4Fe88Mo8 CR
B4Fe91Mo5 CR
B6Fe86Mo8 CR
B6Fe89Mo5 CR
B12Fe81Mo7 AM
B14Fe86Mo0 AM
B6Fe82Nb12 AM
B8Fe77Nb15 AM
B8Fe80Nb12 AM
B10Fe75Nb15 AM
B10Fe78Nb12 AM
B10Fe85Nb5 AM
B12Fe83Nb5 AM
B5Fe80Nb15 AC
B5Fe83Nb12 AC
B6Fe79Nb15 AC
B8Fe87Nb5 AC
B3Fe85Nb12 CR
B3Fe92Nb5 CR
B6Fe89Nb5 CR
B17Fe80Nb3 AM
B17Fe83Nb0 AM
B9Fe84Nb7 AM
B9Fe84Nb7 AM
B8Fe85Nb7 AM
B10Fe83Nb7 AM
B12Fe81Nb7 AM
B14Fe86Nb0 AM
B16Fe77Nb7 AM
B17.5Fe61.875Nd20.625 AM
B17.5Fe66Nd16.5 AM
B17.5Fe70.125Nd12.375 AM
B17.5Fe74.25Nd8.25 AM
B17.5Fe78.375Nd4.125 AM
B17.5Fe82.5Nd0 AM
B8Fe77Nd15 AM
B4.8Fe82.2Nd14 AM
B6.1Fe82.1Nd11.8 AM
B7.8Fe78.2Nd14 AM
B19Fe77Nd4 AM
B5Fe81Nd14 CR
B6Fe78Nd16 CR
B18.5Fe31.5Nd50 AM
B18.5Fe51.5Nd30 AM
B18.5Fe61.5Nd20 AM
B18.5Fe69.5Nd12 AM
B18.5Fe75.5Nd6 AM
B18.5Fe78.5Nd3 AM
B18.5Fe81.5Nd0 AM
B8Fe77Nd15 AM
B0Fe75Nd25 AM
B0Fe79Nd21 AM
B0Fe82Nd18 AM
B0Fe85Nd15 AM
B3Fe82Nd15 AM
B6Fe82Nd12 AM
B9Fe82Nd9 AM
B12Fe82Nd6 AM
B15Fe82Nd3 AM
B18Fe82Nd0 AM
B8Fe76Nd16 AM
B8Fe79Nd13 AM
B18.5Fe77Nd4.5 AM
B8Fe77Nd15 AM
B0Fe40Nd60 AM
B0Fe50Nd50 AM
B0Fe60Nd40 AM
B0Fe67Nd33 AM
B0Fe80Nd20 AM
B0Fe89Nd11 AM
B16Fe33.6Nd50.4 AM
B16Fe42Nd42 AM
B16Fe50.4Nd33.6 AM
B16Fe56.3Nd27.7 AM
B16Fe67.2Nd16.8 AM
B16Fe74.8Nd9.2 AM
B16Fe84Nd0 AM
B7.5Fe77.5Nd15 AM
B20Fe40Ni40 AM
B20Fe80Ni0 AM
B20Fe20Ni60 AM
B20Fe30Ni50 AM
B20Fe40Ni40 AM
B20Fe50Ni30 AM
B20Fe60Ni20 AM
B20Fe70Ni10 AM
B20Fe80Ni0 AM
B0Fe50Ni50 AM
B20Fe40Ni40 AM
B16Fe42Ni42 AM
B18Fe41Ni41 AM
B20Fe40Ni40 AM
B26Fe37Ni37 AM
B30Fe35Ni35 AM
B20Fe30Ni50 AM
B20Fe40Ni40 AM
B20Fe50Ni30 AM
B20Fe60Ni20 AM
B20Fe70Ni10 AM
B20Fe80Ni0 AM
B17Fe54Ni29 AM
B17Fe66.4Ni16.6 AM
B17Fe83Ni0 AM
B20Fe40Ni40 AM
B20Fe80Ni0 AM
B16Fe84Ni0 AM
B20Fe50Ni30 AM
B17Fe23Ni60 AM
B17Fe33Ni50 AM
B17Fe43Ni40 AM
B17Fe48Ni35 AM
B17Fe53Ni30 AM
B17Fe63Ni20 AM
B17Fe73Ni10 AM
B17Fe83Ni0 AM
B16Fe25Ni59 AM
B16Fe33.5Ni50.5 AM
B16Fe42Ni42 AM
B17Fe7Ni76 AM
B17Fe21Ni62 AM
B17Fe24Ni59 AM
B17Fe32.5Ni50.5 AM
B17Fe41Ni42 AM
B17Fe50Ni33 AM
B18Fe23Ni59 AM
B18Fe31.5Ni50.5 AM
B18Fe40Ni42 AM
B19Fe22Ni59 AM
B19Fe30.5Ni50.5 AM
B19Fe39Ni42 AM
B20Fe21Ni59 AM
B20Fe29.5Ni50.5 AM
B20Fe38Ni42 AM
B9Fe6Ni85 AM
B9Fe91Ni0 AM
B17Fe80.5Ni2.5 AM
B20Fe40Ni40 AM
B25Fe5Ni70 AM
B25Fe75Ni0 AM
B16Fe42Ni42 AM
B20Fe30Ni50 AM
B20Fe40Ni40 AM
B22Fe39Ni39 AM
B25Fe65Ni10 AM
B16Fe42Ni42 AM
B22Fe39Ni39 AM
B27Fe36.5Ni36.5 AM
B10Fe80Ni10 AM
B10Fe85Ni5 AM
B12Fe68Ni20 AM
B12Fe73Ni15 AM
B12Fe78Ni10 AM
B14Fe61Ni25 AM
B14Fe66Ni20 AM
B14Fe71Ni15 AM
B14Fe76Ni10 AM
B14Fe81Ni5 AM
B14Fe83Ni3 AM
B14Fe85Ni1 AM
B16Fe59Ni25 AM
B16Fe64Ni20 AM
B16Fe69Ni15 AM
B16Fe74Ni10 AM
B16Fe79Ni5 AM
B16Fe81Ni3 AM
B16Fe83Ni1 AM
B18Fe57Ni25 AM
B18Fe62Ni20 AM
B18Fe67Ni15 AM
B18Fe72Ni10 AM
B18Fe77Ni5 AM
B10Fe89Ni1 AC
B12Fe83Ni5 AC
B12Fe85Ni3 AC
B12Fe87Ni1 AC
B2Fe73Ni25 CR
B2Fe78Ni20 CR
B2Fe83Ni15 CR
B2Fe88Ni10 CR
B4Fe71Ni25 CR
B4Fe76Ni20 CR
B4Fe81Ni15 CR
B4Fe86Ni10 CR
B4Fe91Ni5 CR
B4Fe93Ni3 CR
B4Fe95Ni1 CR
B6Fe69Ni25 CR
B6Fe74Ni20 CR
B6Fe79Ni15 CR
B6Fe84Ni10 CR
B6Fe89Ni5 CR
B6Fe93Ni1 CR
B8Fe67Ni25 CR
B8Fe72Ni20 CR
B8Fe77Ni15 CR
B8Fe82Ni10 CR
B8Fe87Ni5 CR
B8Fe89Ni3 CR
B8Fe91Ni1 CR
B10Fe65Ni25 CR
B10Fe70Ni20 CR
B10Fe75Ni15 CR
B12Fe63Ni25 CR
B19Fe81Ni0 AM
B20Fe75Ni5 AM
B20Fe35Ni45 AM
B14Fe43Ni43 AM
B23Fe12.3Ni64.7 AM
B23Fe38.5Ni38.5 AM
B23Fe46.2Ni30.8 AM
B23Fe60.1Ni16.9 AM
B16Fe42Ni42 AM
B16.5Fe21Ni62.5 AM
B16.5Fe61.5Ni22 AM
B17.5Fe21Ni61.5 AM
B17.5Fe41.5Ni41 AM
B19Fe20.5Ni60.5 AM
B19Fe61Ni20 AM
B19.5Fe40.5Ni40 AM
B20.5Fe59.5Ni20 AM
B21.5Fe58.5Ni20 AM
B22Fe19.5Ni58.5 AM
B22Fe39Ni39 AM
B24Fe38Ni38 AM
B24Fe57Ni19 AM
B25Fe56Ni19 AM
B26Fe37Ni37 AM
B27Fe18.5Ni54.5 AM
B27Fe54.5Ni18.5 AM
B28.5Fe53.5Ni18 AM
B29Fe18Ni53 AM
B19Fe76Ni5 AM
B19Fe81Ni0 AM
B20Fe15Ni65 AM
B20Fe20Ni60 AM
B20Fe40Ni40 AM
B17Fe80Ni3 AM
B17Fe83Ni0 AM
B24Fe66Ni10 AM
B7Fe80P13 AM
B0Fe80P20 AM
B2.3Fe83P14.7 AM
B3Fe79P18 AM
B5Fe83P12 AM
B6Fe79P15 AM
B6Fe80P14 AM
B6Fe81P13 AM
B6Fe82P12 AM
B6Fe83P11 AM
B7Fe79P14 AM
B7Fe80P13 AM
B7Fe81P12 AM
B7Fe82P11 AM
B7Fe83P10 AM
B8Fe79P13 AM
B8Fe80P12 AM
B8Fe81P11 AM
B8Fe82P10 AM
B8Fe83P9 AM
B9Fe78P13 AM
B9Fe79P12 AM
B9Fe80P11 AM
B9Fe81P10 AM
B9Fe82P9 AM
B10Fe79P11 AM
B10Fe80P10 AM
B10Fe81P9 AM
B10Fe83P7 AM
B11Fe79P10 AM
B11Fe80P9 AM
B12Fe79P9 AM
B12Fe80P8 AM
B12Fe81P7 AM
B12Fe82P6 AM
B12Fe83P5 AM
B13Fe77P10 AM
B13Fe79P8 AM
B13Fe80P7 AM
B14Fe79P7 AM
B14Fe81P5 AM
B14Fe83P3 AM
B15Fe77P8 AM
B15Fe79P6 AM
B15Fe80P5 AM
B16Fe79P5 AM
B16Fe81P3 AM
B17Fe77P6 AM
B17Fe79P4 AM
B20Fe76P4 AM
B20Fe80P0 AM
B21Fe75P4 AM
B3Fe83P14 CR
B4Fe84P12 CR
B5Fe84P11 CR
B6Fe84P10 CR
B7Fe84P9 CR
B11Fe75P14 CR
B11Fe85P4 CR
B17Fe80P3 CR
B18Fe79P3 CR
B18Fe80P2 CR
B18Fe82P0 CR
B19Fe75P6 CR
B19Fe77P4 CR
B19Fe81P0 CR
B21Fe79P0 CR
B4Fe80P16 AM
B6Fe80P14 AM
B7Fe80P13 AM
B8Fe80P12 AM
B10Fe80P10 AM
B12Fe80P8 AM
B14Fe80P6 AM
B16Fe80P4 AM
B18Fe80P2 AM
B20Fe80P0 AM
B18Fe80Pd2 AM
B19Fe81Pd0 AM
B17Fe80Si3 AM
B20Fe80Si0 AM
B12Fe78Si10 AM
B9Fe77.5Si13.5 AM
B12Fe72Si16 AM
B12Fe75Si13 AM
B12Fe77Si11 AM
B12Fe80Si8 AM
B15Fe72.5Si12.5 AM
B15Fe75Si10 AM
B15Fe77.5Si7.5 AM
B15Fe81Si4 AM
B15Fe83Si2 AM
B16Fe82Si2 AM
B18Fe72Si10 AM
B18Fe78Si4 AM
B18Fe80Si2 AM
B18Fe82Si0 AM
B20Fe78Si2 AM
B21Fe70Si9 AM
B21Fe72Si7 AM
B21Fe75Si4 AM
B22Fe71Si7 AM
B24Fe69Si7 AM
B9Fe80Si11 AC
B12Fe84Si4 AC
B13Fe85Si2 AC
B24Fe73Si3 AC
B6Fe83Si11 CR
B9Fe83Si8 CR
B22Fe76Si2 CR
B24Fe74Si2 CR
B12Fe78Si10 AM
B5Fe80Si15 AM
B7.5Fe77.5Si15 AM
B7.5Fe80Si12.5 AM
B10Fe72.5Si17.5 AM
B10Fe75Si15 AM
B10Fe77.5Si12.5 AM
B10Fe80Si10 AM
B12.5Fe70Si17.5 AM
B12.5Fe72.5Si15 AM
B12.5Fe75Si12.5 AM
B12.5Fe77.5Si10 AM
B12.5Fe80Si7.5 AM
B12.5Fe82.5Si5 AM
B15Fe67.5Si17.5 AM
B15Fe70Si15 AM
B15Fe72.5Si12.5 AM
B15Fe75Si10 AM
B15Fe77.5Si7.5 AM
B15Fe80Si5 AM
B17.5Fe67.5Si15 AM
B17.5Fe70Si12.5 AM
B17.5Fe72.5Si10 AM
B17.5Fe75Si7.5 AM
B17.5Fe77.5Si5 AM
B20Fe65Si15 AM
B20Fe67.5Si12.5 AM
B20Fe70Si10 AM
B20Fe72.5Si7.5 AM
B20Fe75Si5 AM
B20Fe77.5Si2.5 AM
B20Fe80Si0 AM
B22.5Fe67.5Si10 AM
B22.5Fe70Si7.5 AM
B22.5Fe72.5Si5 AM
B22.5Fe77.5Si0 AM
B81.5Fe12.5Si6 AC
B7.5Fe74.5Si18 CR
B7.5Fe82.5Si10 CR
B10Fe83.5Si6.5 CR
B12Fe78Si10 AM
B5Fe80Si15 AM
B7.5Fe77.5Si15 AM
B7.5Fe80Si12.5 AM
B10Fe72.5Si17.5 AM
B10Fe75Si15 AM
B10Fe77.5Si12.5 AM
B10Fe80Si10 AM
B12.5Fe70Si17.5 AM
B12.5Fe72.5Si15 AM
B12.5Fe75Si12.5 AM
B12.5Fe77.5Si10 AM
B12.5Fe80Si7.5 AM
B12.5Fe82.5Si5 AM
B15Fe67.5Si17.5 AM
B15Fe70Si15 AM
B15Fe72.5Si12.5 AM
B15Fe75Si10 AM
B15Fe77.5Si7.5 AM
B15Fe80Si5 AM
B17.5Fe67.5Si15 AM
B17.5Fe70Si12.5 AM
B17.5Fe72.5Si10 AM
B17.5Fe75Si7.5 AM
B17.5Fe77.5Si5 AM
B20Fe65Si15 AM
B20Fe67.5Si12.5 AM
B20Fe70Si10 AM
B20Fe70Si10 AM
B20Fe72.5Si7.5 AM
B20Fe75Si5 AM
B20Fe77.5Si2.5 AM
B20Fe80Si0 AM
B22.5Fe67.5Si10 AM
B22.5Fe70Si7.5 AM
B22.5Fe72.5Si5 AM
B22.5Fe77.5Si0 AM
B6Fe81.5Si12.5 AC
B7.5Fe75Si17.5 CR
B7.5Fe82.5Si10 CR
B10Fe83Si7 CR
B10Fe75Si15 AM
B13Fe75Si12 AM
B14.5Fe81.5Si4 AM
B14Fe83Si3 AM
B12Fe80Si8 AM
B14Fe78Si8 AM
B17Fe79.5Si3.5 AM
B19Fe81Si0 AM
B5Fe80Si15 AM
B7.5Fe75Si17.5 AM
B7.5Fe80Si12.5 AM
B10Fe70Si20 AM
B10Fe75Si15 AM
B10Fe80Si10 AM
B12Fe70Si18 AM
B12Fe75Si13 AM
B12Fe80Si8 AM
B15Fe70Si15 AM
B15Fe72Si13 AM
B15Fe75Si10 AM
B15Fe78Si7 AM
B15Fe80Si5 AM
B15Fe82Si3 AM
B15Fe85Si0 AM
B17Fe70Si13 AM
B17Fe80Si3 AM
B17Fe83Si0 AM
B17.5Fe80Si2.5 AM
B20Fe70Si10 AM
B20Fe75Si5 AM
B20Fe80Si0 AM
B22Fe75Si3 AM
B22Fe78Si0 AM
B22.5Fe70Si7.5 AM
B25Fe75Si0 AM
B10Fe75Si15 AM
B10Fe80Si10 AM
B12Fe78Si10 AM
B12Fe80Si8 AM
B12.2Fe74.8Si13 AM
B12.5Fe75Si12.5 AM
B12.5Fe77.5Si10 AM
B12.5Fe78.5Si9 AM
B14.5Fe78Si7.5 AM
B15Fe72.5Si12.5 AM
B15Fe74.5Si10.5 AM
B15Fe75.3Si9.7 AM
B15Fe77.5Si7.5 AM
B15Fe80Si5 AM
B16Fe74Si10 AM
B17.5Fe72.5Si10 AM
B17.5Fe73Si9.5 AM
B17.5Fe75Si7.5 AM
B17.8Fe74.9Si7.3 AM
B20Fe67Si13 AM
B20Fe70Si10 AM
B14Fe79Si7 AM
B12Fe82Si6 AM
B12Fe83Si5 AM
B12Fe84Si4 AM
B13Fe82Si5 AM
B13Fe83Si4 AM
B13Fe84Si3 AM
B14Fe82Si4 AM
B14Fe83Si3 AM
B14Fe84Si2 AM
B15Fe82Si3 AM
B15Fe83Si2 AM
B15Fe84Si1 AM
B16Fe82Si2 AM
B16Fe83Si1 AM
B17Fe82Si1 AM
B17Fe83Si0 AM
B18Fe82Si0 AM
B15Fe77.5Si7.5 AM
B7Fe78Si15 AM
B10Fe75Si15 AM
B16.5Fe82Sn1.5 AM
B19Fe81Sn0 AM
B10Fe83Ta7 AM
B14Fe86Ta0 AM
B10Fe20Ti70 AM
B16Fe80.64Ti3.36 AM
B16Fe83.2Ti0.8 AM
B16Fe84Ti0 AM
B20Fe75Ti5 AM
B20Fe76Ti4 AM
B19Fe81Ti0 AM
B20Fe75Ti5 AM
B19Fe81Ti0 AM
B20Fe76Ti4 AM
B10Fe83Ti7 AM
B11Fe82Ti7 AM
B14Fe86Ti0 AM
B20Fe75V5 AM
B20Fe78V2 AM
B12Fe78V10 AM
B12Fe83V5 AM
B14Fe71V15 AM
B14Fe76V10 AM
B14Fe81V5 AM
B16Fe69V15 AM
B16Fe74V10 AM
B16Fe79V5 AM
B10Fe80V10 AC
B10Fe85V5 AC
B4Fe86V10 CR
B4Fe91V5 CR
B6Fe84V10 CR
B6Fe89V5 CR
B8Fe82V10 CR
B8Fe87V5 CR
B10Fe75V15 CR
B12Fe73V15 CR
B19Fe81V0 AM
B20Fe75V5 AM
B19Fe81V0 AM
B21Fe75V4 AM
B14Fe79V7 AM
B14Fe86V0 AM
B9Fe6W85 AM
B9Fe91W0 AM
B17Fe80.5W2.5 AM
B25Fe5W70 AM
B25Fe75W0 AM
B20Fe72W8 AM
B20Fe73.5W6.5 AM
B20Fe76W4 AM
B20Fe77.5W2.5 AM
B20Fe79W1 AM
B12Fe81W7 AM
B14Fe79W7 AM
B14Fe86W0 AM
B0Fe88Zr12 AM
B0Fe89Zr11 AM
B0Fe90Zr10 AM
B0Fe91Zr9 AM
B2Fe85Zr13 AM
B2Fe88Zr10 AM
B3Fe85Zr12 AM
B4Fe86Zr10 AM
B4Fe88Zr8 AM
B5Fe80Zr15 AM
B5Fe83Zr12 AM
B5Fe85Zr10 AM
B7Fe85Zr8 AM
B8Fe80Zr12 AM
B8Fe82Zr10 AM
B8Fe85Zr7 AM
B9Fe86Zr5 AM
B10Fe75Zr15 AM
B10Fe78Zr12 AM
B10Fe80Zr10 AM
B10Fe82Zr8 AM
B10Fe85Zr5 AM
B10Fe87Zr3 AM
B12Fe78Zr10 AM
B12Fe80Zr8 AM
B12Fe88Zr0 AM
B13Fe72Zr15 AM
B13Fe75Zr12 AM
B13Fe82Zr5 AM
B14Fe78Zr8 AM
B14Fe80Zr6 AM
B15Fe75Zr10 AM
B15Fe78Zr7 AM
B15Fe80Zr5 AM
B15Fe82Zr3 AM
B15Fe83Zr2 AM
B16Fe78Zr6 AM
B16Fe80Zr4 AM
B17Fe75Zr8 AM
B17Fe78Zr5 AM
B17Fe80Zr3 AM
B18Fe80Zr2 AM
B19Fe78Zr3 AM
B20Fe70Zr10 AM
B20Fe72Zr8 AM
B20Fe75Zr5 AM
B20Fe75Zr5 AM
B20Fe80Zr0 AM
B22Fe68Zr10 AM
B22Fe70Zr8 AM
B22Fe73Zr5 AM
B22Fe75Zr3 AM
B22Fe78Zr0 AM
B25Fe70Zr5 AM
B3Fe82Zr15 AC
B7Fe88Zr5 AC
B10Fe88Zr2 AC
B0Fe87Zr13 CR
B0Fe92Zr8 CR
B5Fe90Zr5 CR
B8Fe90Zr2 CR
B0Fe90Zr10 AM
B0Fe92Zr8 AM
B1Fe90Zr9 AM
B1Fe92Zr7 AM
B1.5Fe92Zr6.5 AM
B2Fe90Zr8 AM
B2.5Fe92Zr5.5 AM
B3Fe90Zr7 AM
B3.5Fe92Zr4.5 AM
B4Fe90Zr6 AM
B0Fe24Zr76 AM
B0Fe30Zr70 AM
B4Fe23Zr73 AM
B6Fe22.6Zr71.4 AM
B8Fe22Zr70 AM
B12Fe21Zr67 AM
B17Fe20Zr63 AM
B20Fe19Zr61 AM
B25Fe18Zr57 AM
B30Fe16.8Zr53.2 AM
B0Fe88Zr12 AM
B0Fe89Zr11 AM
B0Fe90Zr10 AM
B0Fe91Zr9 AM
B2Fe85Zr13 AM
B2Fe88Zr10 AM
B3Fe85Zr12 AM
B4Fe86Zr10 AM
B4Fe88Zr8 AM
B5Fe83Zr12 AM
B5Fe85Zr10 AM
B6Fe84Zr10 AM
B7Fe85Zr8 AM
B8Fe80Zr12 AM
B8Fe82Zr10 AM
B8Fe85Zr7 AM
B9Fe86Zr5 AM
B10Fe78Zr12 AM
B10Fe80Zr10 AM
